country,year,age,sex,gdp_for_year,suicides/100k
Austria,1998,87.5,1,218259904402,21.08
Austria,1998,19.5,0,218259904402,20.35
Austria,1998,64.5,1,218259904402,13.7
Austria,1998,44.5,1,218259904402,10.51
Austria,1998,29.5,1,218259904402,6.93
Austria,1998,19.5,1,218259904402,5.08
Austria,1998,9.5,0,218259904402,1.24
Austria,1998,9.5,1,218259904402,0.43
Austria,1999,87.5,0,217185787343,89.16
Austria,1999,64.5,0,217185787343,45.38
Austria,1999,44.5,0,217185787343,33.98
Austria,1999,87.5,1,217185787343,28.03
Austria,1999,29.5,0,217185787343,25.03
Austria,1999,19.5,0,217185787343,20.4
Austria,1999,64.5,1,217185787343,14.43
Austria,1999,44.5,1,217185787343,12.1
Austria,1999,29.5,1,217185787343,5.84
Austria,1999,19.5,1,217185787343,5.32
Austria,1999,9.5,0,217185787343,0.41
Austria,1999,9.5,1,217185787343,0.22
Austria,2000,87.5,0,196799778883,99.51
Austria,2000,64.5,0,196799778883,46.82
Austria,2000,44.5,0,196799778883,32.93
Austria,2000,29.5,0,196799778883,23.92
Austria,2000,87.5,1,196799778883,23.3
Austria,2000,19.5,0,196799778883,21.82
Austria,2000,64.5,1,196799778883,17.02
Austria,2000,44.5,1,196799778883,11.48
Austria,2000,19.5,1,196799778883,5.76
Austria,2000,29.5,1,196799778883,5.51
Austria,2000,9.5,1,196799778883,0.87
Austria,2000,9.5,0,196799778883,0.83
Austria,2001,87.5,0,197337879195,83.89
Austria,2001,64.5,0,197337879195,42.02
Austria,2001,44.5,0,197337879195,31.6
Austria,2001,29.5,0,197337879195,23.51
Austria,2001,87.5,1,197337879195,22.99
Austria,2001,19.5,0,197337879195,20.68
Austria,2001,64.5,1,197337879195,15.43
Austria,2001,44.5,1,197337879195,10.7
Austria,2001,29.5,1,197337879195,6.83
Austria,2001,19.5,1,197337879195,3.83
Austria,2001,9.5,1,197337879195,0.22
Austria,2001,9.5,0,197337879195,0.21
Austria,2002,87.5,0,213377771504,99.84
Austria,2002,64.5,0,213377771504,43.08
Austria,2002,44.5,0,213377771504,34.74
Austria,2002,29.5,0,213377771504,26.93
Austria,2002,19.5,0,213377771504,20.04
Austria,2002,87.5,1,213377771504,19.48
Austria,2002,64.5,1,213377771504,12.48
Austria,2002,44.5,1,213377771504,10.77
Austria,2002,29.5,1,213377771504,5.14
Austria,2002,19.5,1,213377771504,3.58
Austria,2002,9.5,1,213377771504,0.43
Austria,2002,9.5,0,213377771504,0.41
Austria,2003,87.5,0,261695778781,91.31
Austria,2003,64.5,0,261695778781,40.54
Austria,2003,44.5,0,261695778781,30.12
Austria,2003,29.5,0,261695778781,20.72
Austria,2003,87.5,1,261695778781,20.36
Austria,2003,19.5,0,261695778781,18.13
Austria,2003,64.5,1,261695778781,11.99
Austria,2003,44.5,1,261695778781,11.62
Austria,2003,19.5,1,261695778781,6.01
Austria,2003,29.5,1,261695778781,5.64
Austria,2003,9.5,0,261695778781,0.62
Austria,2003,9.5,1,261695778781,0
Austria,2004,87.5,0,300904221505,93.66
Austria,2004,64.5,0,300904221505,39.9
Austria,2004,44.5,0,300904221505,27.79
Austria,2004,19.5,0,300904221505,21.59
Austria,2004,29.5,0,300904221505,21.59
Austria,2004,87.5,1,300904221505,17.52
Austria,2004,64.5,1,300904221505,13.71
Austria,2004,44.5,1,300904221505,8.69
Austria,2004,29.5,1,300904221505,4.69
Austria,2004,19.5,1,300904221505,4.48
Austria,2004,9.5,0,300904221505,0.42
Austria,2004,9.5,1,300904221505,0
Austria,2005,87.5,0,315974418605,79.03
Austria,2005,64.5,0,315974418605,42.32
Austria,2005,44.5,0,315974418605,28.74
Austria,2005,87.5,1,315974418605,19.23
Austria,2005,29.5,0,315974418605,18.58
Austria,2005,19.5,0,315974418605,16.1
Austria,2005,64.5,1,315974418605,11.05
Austria,2005,44.5,1,315974418605,9.68
Austria,2005,29.5,1,315974418605,6.04
Austria,2005,19.5,1,315974418605,3.62
Austria,2005,9.5,0,315974418605,0.64
Austria,2005,9.5,1,315974418605,0.22
Austria,2006,87.5,0,335998557270,78.38
Austria,2006,64.5,0,335998557270,33.61
Austria,2006,44.5,0,335998557270,29.81
Austria,2006,87.5,1,335998557270,19.03
Austria,2006,29.5,0,335998557270,18.88
Austria,2006,19.5,0,335998557270,14.88
Austria,2006,64.5,1,335998557270,10.38
Austria,2006,44.5,1,335998557270,7.19
Austria,2006,29.5,1,335998557270,3.32
Austria,2006,19.5,1,335998557270,3.2
Austria,2006,9.5,0,335998557270,0.22
Austria,2006,9.5,1,335998557270,0
Austria,2007,87.5,0,388691445387,75.46
Austria,2007,64.5,0,388691445387,34.1
Austria,2007,44.5,0,388691445387,25.63
Austria,2007,87.5,1,388691445387,18.65
Austria,2007,29.5,0,388691445387,18.24
Austria,2007,19.5,0,388691445387,17.96
Austria,2007,64.5,1,388691445387,12.31
Austria,2007,44.5,1,388691445387,6.89
Austria,2007,29.5,1,388691445387,4.63
Austria,2007,19.5,1,388691445387,3
Austria,2007,9.5,0,388691445387,0.44
Austria,2007,9.5,1,388691445387,0
Austria,2008,87.5,0,430294287388,86.55
Austria,2008,64.5,0,430294287388,34.01
Austria,2008,44.5,0,430294287388,26.24
Austria,2008,87.5,1,430294287388,16.72
Austria,2008,29.5,0,430294287388,15.85
Austria,2008,19.5,0,430294287388,11.37
Austria,2008,64.5,1,430294287388,9.15
Austria,2008,44.5,1,430294287388,8.71
Austria,2008,19.5,1,430294287388,3.59
Austria,2008,29.5,1,430294287388,3.34
Austria,2008,9.5,1,430294287388,0.47
Austria,2008,9.5,0,430294287388,0.45
Austria,2009,87.5,0,400172297861,79.3
Austria,2009,64.5,0,400172297861,33.87
Austria,2009,44.5,0,400172297861,25.59
Austria,2009,29.5,0,400172297861,18.24
Austria,2009,87.5,1,400172297861,15.79
Austria,2009,19.5,0,400172297861,13.85
Austria,2009,64.5,1,400172297861,11.34
Austria,2009,44.5,1,400172297861,7.83
Austria,2009,29.5,1,400172297861,3.34
Austria,2009,19.5,1,400172297861,2.19
Austria,2009,9.5,1,400172297861,1.2
Austria,2009,9.5,0,400172297861,0.68
Austria,2010,87.5,0,391892746545,74.87
Austria,2010,64.5,0,391892746545,34.24
Austria,2010,44.5,0,391892746545,25.07
Austria,2010,19.5,0,391892746545,17.55
Austria,2010,29.5,0,391892746545,15.65
Austria,2010,87.5,1,391892746545,14.38
Austria,2010,64.5,1,391892746545,9.75
Austria,2010,44.5,1,391892746545,7.9
Austria,2010,29.5,1,391892746545,4.64
Austria,2010,19.5,1,391892746545,2.8
Austria,2010,9.5,0,391892746545,0.46
Austria,2010,9.5,1,391892746545,0.24
Austria,2011,87.5,0,431120310089,79.93
Austria,2011,64.5,0,431120310089,32.25
Austria,2011,44.5,0,431120310089,26
Austria,2011,29.5,0,431120310089,17.76
Austria,2011,87.5,1,431120310089,13.45
Austria,2011,19.5,0,431120310089,12.93
Austria,2011,64.5,1,431120310089,11.99
Austria,2011,44.5,1,431120310089,7.37
Austria,2011,19.5,1,431120310089,4.62
Austria,2011,29.5,1,431120310089,4.24
Austria,2011,9.5,0,431120310089,0.7
Austria,2011,9.5,1,431120310089,0.25
Austria,2012,87.5,0,409425234155,75.59
Austria,2012,64.5,0,409425234155,34.08
Austria,2012,44.5,0,409425234155,25.81
Austria,2012,29.5,0,409425234155,17.9
Austria,2012,87.5,1,409425234155,17.66
Austria,2012,19.5,0,409425234155,12.7
Austria,2012,64.5,1,409425234155,10.29
Austria,2012,44.5,1,409425234155,6.78
Austria,2012,29.5,1,409425234155,3.65
Austria,2012,19.5,1,409425234155,1.21
Austria,2012,9.5,0,409425234155,0.71
Austria,2012,9.5,1,409425234155,0.25
Austria,2013,87.5,0,430068712972,86.48
Austria,2013,64.5,0,430068712972,33.46
Austria,2013,44.5,0,430068712972,24.73
Austria,2013,87.5,1,430068712972,14.85
Austria,2013,29.5,0,430068712972,13.31
Austria,2013,64.5,1,430068712972,12.02
Austria,2013,19.5,0,430068712972,10.41
Austria,2013,44.5,1,430068712972,7.35
Austria,2013,29.5,1,430068712972,4.49
Austria,2013,19.5,1,430068712972,4.03
Austria,2013,9.5,1,430068712972,0.75
Austria,2013,9.5,0,430068712972,0.24
Austria,2014,87.5,0,441885415806,76.4
Austria,2014,64.5,0,441885415806,31.1
Austria,2014,44.5,0,441885415806,25.07
Austria,2014,87.5,1,441885415806,17.4
Austria,2014,29.5,0,441885415806,17.36
Austria,2014,19.5,0,441885415806,15.29
Austria,2014,64.5,1,441885415806,10.87
Austria,2014,44.5,1,441885415806,7.29
Austria,2014,29.5,1,441885415806,5.12
Austria,2014,19.5,1,441885415806,3.44
Austria,2014,9.5,0,441885415806,0.48
Austria,2014,9.5,1,441885415806,0
Austria,2015,87.5,0,382065930308,73.71
Austria,2015,64.5,0,382065930308,32.13
Austria,2015,44.5,0,382065930308,24.46
Austria,2015,87.5,1,382065930308,15.16
Austria,2015,29.5,0,382065930308,13.2
Austria,2015,19.5,0,382065930308,11.74
Austria,2015,64.5,1,382065930308,10.01
Austria,2015,44.5,1,382065930308,6.21
Austria,2015,19.5,1,382065930308,3.87
Austria,2015,29.5,1,382065930308,3.64
Austria,2015,9.5,1,382065930308,0.25
Austria,2015,9.5,0,382065930308,0.24
Austria,2016,87.5,0,390799991147,68.9
Austria,2016,64.5,0,390799991147,31.22
Austria,2016,44.5,0,390799991147,20.29
Austria,2016,29.5,0,390799991147,14.19
Austria,2016,87.5,1,390799991147,12.75
Austria,2016,19.5,0,390799991147,11.03
Austria,2016,64.5,1,390799991147,9.81
Austria,2016,44.5,1,390799991147,7.46
Austria,2016,19.5,1,390799991147,4.51
Austria,2016,29.5,1,390799991147,3.07
Azerbaijan,1990,44.5,0,8858006036,6.98
Azerbaijan,1990,64.5,0,8858006036,3.59
Azerbaijan,1990,29.5,0,8858006036,3.1
Azerbaijan,1990,19.5,0,8858006036,2.34
Azerbaijan,1990,87.5,0,8858006036,2.33
Azerbaijan,1990,87.5,1,8858006036,2.02
Azerbaijan,1990,64.5,1,8858006036,1.54
Azerbaijan,1990,29.5,1,8858006036,1.03
Azerbaijan,1990,44.5,1,8858006036,0.94
Azerbaijan,1990,19.5,1,8858006036,0.61
Azerbaijan,1990,9.5,0,8858006036,0.13
Azerbaijan,1990,9.5,1,8858006036,0
Azerbaijan,1991,87.5,0,8792365811,7.11
Azerbaijan,1991,64.5,0,8792365811,6.8
Azerbaijan,1991,29.5,0,8792365811,4.62
Azerbaijan,1991,44.5,0,8792365811,4.35
Azerbaijan,1991,19.5,0,8792365811,3.2
Azerbaijan,1991,44.5,1,8792365811,1.69
Azerbaijan,1991,64.5,1,8792365811,1.23
Azerbaijan,1991,19.5,1,8792365811,1.22
Azerbaijan,1991,87.5,1,8792365811,1.01
Azerbaijan,1991,29.5,1,8792365811,0.86
Azerbaijan,1991,9.5,1,8792365811,0.14
Azerbaijan,1991,9.5,0,8792365811,0
Azerbaijan,1992,44.5,0,4991350458,6.39
Azerbaijan,1992,64.5,0,4991350458,5.29
Azerbaijan,1992,87.5,1,4991350458,5.14
Azerbaijan,1992,87.5,0,4991350458,4.96
Azerbaijan,1992,29.5,0,4991350458,3.78
Azerbaijan,1992,19.5,0,4991350458,3.37
Azerbaijan,1992,64.5,1,4991350458,2.59
Azerbaijan,1992,29.5,1,4991350458,1.42
Azerbaijan,1992,19.5,1,4991350458,1.24
Azerbaijan,1992,44.5,1,4991350458,0.6
Azerbaijan,1992,9.5,1,4991350458,0
Azerbaijan,1992,9.5,0,4991350458,0
Azerbaijan,1993,87.5,0,3973027397,7.71
Azerbaijan,1993,64.5,0,3973027397,4.76
Azerbaijan,1993,87.5,1,3973027397,4.16
Azerbaijan,1993,19.5,0,3973027397,3.25
Azerbaijan,1993,44.5,0,3973027397,3.18
Azerbaijan,1993,29.5,0,3973027397,3.14
Azerbaijan,1993,44.5,1,3973027397,1.47
Azerbaijan,1993,64.5,1,3973027397,1.35
Azerbaijan,1993,29.5,1,3973027397,1.29
Azerbaijan,1993,19.5,1,3973027397,0.95
Azerbaijan,1993,9.5,1,3973027397,0.13
Azerbaijan,1993,9.5,0,3973027397,0.13
Azerbaijan,1994,64.5,0,3313739674,2.71
Azerbaijan,1994,87.5,0,3313739674,2.67
Azerbaijan,1994,44.5,0,3313739674,1.69
Azerbaijan,1994,64.5,1,3313739674,1.1
Azerbaijan,1994,87.5,1,3313739674,1.04
Azerbaijan,1994,44.5,1,3313739674,0.85
Azerbaijan,1994,29.5,1,3313739674,0.58
Azerbaijan,1994,19.5,1,3313739674,0.48
Azerbaijan,1994,29.5,0,3313739674,0.47
Azerbaijan,1994,19.5,0,3313739674,0.45
Azerbaijan,1994,9.5,1,3313739674,0
Azerbaijan,1994,9.5,0,3313739674,0
Azerbaijan,1995,87.5,0,3052467522,5.46
Azerbaijan,1995,44.5,0,3052467522,2.66
Azerbaijan,1995,64.5,0,3052467522,2.12
Azerbaijan,1995,19.5,0,3052467522,1.36
Azerbaijan,1995,87.5,1,3052467522,1.05
Azerbaijan,1995,29.5,0,3052467522,0.78
Azerbaijan,1995,29.5,1,3052467522,0.44
Azerbaijan,1995,44.5,1,3052467522,0.41
Azerbaijan,1995,19.5,1,3052467522,0
Azerbaijan,1995,9.5,1,3052467522,0
Azerbaijan,1995,64.5,1,3052467522,0
Azerbaijan,1995,9.5,0,3052467522,0
Azerbaijan,1996,64.5,0,3176749593,4.96
Azerbaijan,1996,87.5,1,3176749593,3.16
Azerbaijan,1996,87.5,0,3176749593,2.72
Azerbaijan,1996,44.5,0,3176749593,2.02
Azerbaijan,1996,29.5,0,3176749593,2.01
Azerbaijan,1996,19.5,0,3176749593,1.35
Azerbaijan,1996,19.5,1,3176749593,0.48
Azerbaijan,1996,64.5,1,3176749593,0.43
Azerbaijan,1996,44.5,1,3176749593,0.4
Azerbaijan,1996,29.5,1,3176749593,0.3
Azerbaijan,1996,9.5,1,3176749593,0
Azerbaijan,1996,9.5,0,3176749593,0
Azerbaijan,1997,64.5,0,3962710163,6.21
Azerbaijan,1997,44.5,0,3962710163,4.87
Azerbaijan,1997,29.5,0,3962710163,3.22
Azerbaijan,1997,44.5,1,3962710163,1.06
Azerbaijan,1997,19.5,0,3962710163,1.05
Azerbaijan,1997,19.5,1,3962710163,0.95
Azerbaijan,1997,64.5,1,3962710163,0.64
Azerbaijan,1997,29.5,1,3962710163,0.59
Azerbaijan,1997,9.5,1,3962710163,0
Azerbaijan,1997,87.5,1,3962710163,0
Azerbaijan,1997,9.5,0,3962710163,0
Azerbaijan,1997,87.5,0,3962710163,0
Azerbaijan,1998,44.5,0,4446396218,2.46
Azerbaijan,1998,87.5,1,4446396218,2.06
Azerbaijan,1998,64.5,0,4446396218,1.98
Azerbaijan,1998,29.5,0,4446396218,1.76
Azerbaijan,1998,64.5,1,4446396218,0.81
Azerbaijan,1998,44.5,1,4446396218,0.76
Azerbaijan,1998,19.5,1,4446396218,0.45
Azerbaijan,1998,19.5,0,4446396218,0.28
Azerbaijan,1998,9.5,0,4446396218,0.11
Azerbaijan,1998,29.5,1,4446396218,0
Azerbaijan,1998,9.5,1,4446396218,0
Azerbaijan,1998,87.5,0,4446396218,0
Azerbaijan,1999,44.5,0,4581222442,2.58
Azerbaijan,1999,64.5,0,4581222442,2.22
Azerbaijan,1999,29.5,0,4581222442,1.45
Azerbaijan,1999,19.5,0,4581222442,0.85
Azerbaijan,1999,44.5,1,4581222442,0.5
Azerbaijan,1999,64.5,1,4581222442,0.4
Azerbaijan,1999,19.5,1,4581222442,0.3
Azerbaijan,1999,29.5,1,4581222442,0.28
Azerbaijan,1999,9.5,1,4581222442,0
Azerbaijan,1999,87.5,1,4581222442,0
Azerbaijan,1999,9.5,0,4581222442,0
Azerbaijan,1999,87.5,0,4581222442,0
Azerbaijan,2000,87.5,0,5272617196,2.64
Azerbaijan,2000,64.5,0,5272617196,2.49
Azerbaijan,2000,87.5,1,5272617196,2.4
Azerbaijan,2000,29.5,0,5272617196,1.81
Azerbaijan,2000,44.5,0,5272617196,1.5
Azerbaijan,2000,19.5,0,5272617196,1.49
Azerbaijan,2000,64.5,1,5272617196,0.69
Azerbaijan,2000,19.5,1,5272617196,0.54
Azerbaijan,2000,29.5,1,5272617196,0.44
Azerbaijan,2000,44.5,1,5272617196,0.3
Azerbaijan,2000,9.5,1,5272617196,0.11
Azerbaijan,2000,9.5,0,5272617196,0
Azerbaijan,2001,64.5,0,5707720391,9.52
Azerbaijan,2001,44.5,0,5707720391,8.1
Azerbaijan,2001,19.5,0,5707720391,7.31
Azerbaijan,2001,87.5,0,5707720391,7.2
Azerbaijan,2001,87.5,1,5707720391,6.98
Azerbaijan,2001,29.5,0,5707720391,6.63
Azerbaijan,2001,64.5,1,5707720391,4.87
Azerbaijan,2001,29.5,1,5707720391,3.43
Azerbaijan,2001,9.5,0,5707720391,2.63
Azerbaijan,2001,44.5,1,5707720391,1.52
Azerbaijan,2001,19.5,1,5707720391,1.05
Azerbaijan,2001,9.5,1,5707720391,0.81
Azerbaijan,2002,64.5,0,6235795104,5.31
Azerbaijan,2002,87.5,0,6235795104,4.39
Azerbaijan,2002,44.5,0,6235795104,3.16
Azerbaijan,2002,64.5,1,6235795104,1.39
Azerbaijan,2002,29.5,0,6235795104,1.16
Azerbaijan,2002,19.5,0,6235795104,1.13
Azerbaijan,2002,87.5,1,6235795104,1.12
Azerbaijan,2002,44.5,1,6235795104,0.73
Azerbaijan,2002,29.5,1,6235795104,0.45
Azerbaijan,2002,9.5,0,6235795104,0.45
Azerbaijan,2002,19.5,1,6235795104,0.13
Azerbaijan,2002,9.5,1,6235795104,0
Azerbaijan,2003,87.5,0,7276013032,5.89
Azerbaijan,2003,87.5,1,7276013032,4.24
Azerbaijan,2003,64.5,0,7276013032,3.89
Azerbaijan,2003,44.5,0,7276013032,3.83
Azerbaijan,2003,19.5,0,7276013032,2.06
Azerbaijan,2003,29.5,0,7276013032,1.98
Azerbaijan,2003,64.5,1,7276013032,1.61
Azerbaijan,2003,19.5,1,7276013032,1.12
Azerbaijan,2003,44.5,1,7276013032,1.06
Azerbaijan,2003,9.5,0,7276013032,0.82
Azerbaijan,2003,29.5,1,7276013032,0.45
Azerbaijan,2003,9.5,1,7276013032,0.12
Azerbaijan,2004,87.5,1,8680472169,5.02
Azerbaijan,2004,44.5,0,8680472169,3.72
Azerbaijan,2004,29.5,0,8680472169,2.46
Azerbaijan,2004,64.5,0,8680472169,1.93
Azerbaijan,2004,19.5,0,8680472169,1.17
Azerbaijan,2004,64.5,1,8680472169,1.14
Azerbaijan,2004,44.5,1,8680472169,0.94
Azerbaijan,2004,9.5,0,8680472169,0.73
Azerbaijan,2004,29.5,1,8680472169,0.6
Azerbaijan,2004,19.5,1,8680472169,0.49
Azerbaijan,2004,9.5,1,8680472169,0.13
Azerbaijan,2004,87.5,0,8680472169,0
Azerbaijan,2007,87.5,0,33050343783,3.98
Azerbaijan,2007,64.5,0,33050343783,2.1
Azerbaijan,2007,44.5,0,33050343783,1.31
Azerbaijan,2007,29.5,0,33050343783,1.23
Azerbaijan,2007,87.5,1,33050343783,0.85
Azerbaijan,2007,19.5,1,33050343783,0.57
Azerbaijan,2007,9.5,0,33050343783,0.56
Azerbaijan,2007,44.5,1,33050343783,0.39
Azerbaijan,2007,19.5,0,33050343783,0.33
Azerbaijan,2007,29.5,1,33050343783,0.29
Azerbaijan,2007,64.5,1,33050343783,0.22
Azerbaijan,2007,9.5,1,33050343783,0
Bahamas,1985,44.5,0,2320699900,4.76
Bahamas,1985,19.5,1,2320699900,0
Bahamas,1985,29.5,1,2320699900,0
Bahamas,1985,44.5,1,2320699900,0
Bahamas,1985,9.5,1,2320699900,0
Bahamas,1985,64.5,1,2320699900,0
Bahamas,1985,87.5,1,2320699900,0
Bahamas,1985,19.5,0,2320699900,0
Bahamas,1985,29.5,0,2320699900,0
Bahamas,1985,9.5,0,2320699900,0
Bahamas,1985,64.5,0,2320699900,0
Bahamas,1985,87.5,0,2320699900,0
Bahamas,1987,44.5,0,2713999900,8.81
Bahamas,1987,29.5,0,2713999900,4.78
Bahamas,1987,19.5,1,2713999900,0
Bahamas,1987,29.5,1,2713999900,0
Bahamas,1987,44.5,1,2713999900,0
Bahamas,1987,9.5,1,2713999900,0
Bahamas,1987,64.5,1,2713999900,0
Bahamas,1987,87.5,1,2713999900,0
Bahamas,1987,19.5,0,2713999900,0
Bahamas,1987,9.5,0,2713999900,0
Bahamas,1987,64.5,0,2713999900,0
Bahamas,1987,87.5,0,2713999900,0
Bahamas,1993,64.5,0,3092000000,10.1
Bahamas,1993,64.5,1,3092000000,8.4
Bahamas,1993,29.5,0,3092000000,7.87
Bahamas,1993,44.5,0,3092000000,7.41
Bahamas,1993,19.5,0,3092000000,3.73
Bahamas,1993,19.5,1,3092000000,0
Bahamas,1993,29.5,1,3092000000,0
Bahamas,1993,44.5,1,3092000000,0
Bahamas,1993,9.5,1,3092000000,0
Bahamas,1993,87.5,1,3092000000,0
Bahamas,1993,9.5,0,3092000000,0
Bahamas,1993,87.5,0,3092000000,0
Bahamas,1994,44.5,0,3259000000,10.6
Bahamas,1994,19.5,1,3259000000,0
Bahamas,1994,29.5,1,3259000000,0
Bahamas,1994,44.5,1,3259000000,0
Bahamas,1994,9.5,1,3259000000,0
Bahamas,1994,64.5,1,3259000000,0
Bahamas,1994,87.5,1,3259000000,0
Bahamas,1994,19.5,0,3259000000,0
Bahamas,1994,29.5,0,3259000000,0
Bahamas,1994,9.5,0,3259000000,0
Bahamas,1994,64.5,0,3259000000,0
Bahamas,1994,87.5,0,3259000000,0
Bahamas,1995,29.5,0,3429000000,3.8
Bahamas,1995,44.5,0,3429000000,3.36
Bahamas,1995,19.5,1,3429000000,0
Bahamas,1995,29.5,1,3429000000,0
Bahamas,1995,44.5,1,3429000000,0
Bahamas,1995,9.5,1,3429000000,0
Bahamas,1995,64.5,1,3429000000,0
Bahamas,1995,87.5,1,3429000000,0
Bahamas,1995,19.5,0,3429000000,0
Bahamas,1995,9.5,0,3429000000,0
Bahamas,1995,64.5,0,3429000000,0
Bahamas,1995,87.5,0,3429000000,0
Bahamas,1996,44.5,0,3609000000,9.82
Bahamas,1996,19.5,1,3609000000,0
Bahamas,1996,29.5,1,3609000000,0
Bahamas,1996,44.5,1,3609000000,0
Bahamas,1996,9.5,1,3609000000,0
Bahamas,1996,64.5,1,3609000000,0
Bahamas,1996,87.5,1,3609000000,0
Bahamas,1996,19.5,0,3609000000,0
Bahamas,1996,29.5,0,3609000000,0
Bahamas,1996,9.5,0,3609000000,0
Bahamas,1996,64.5,0,3609000000,0
Bahamas,1996,87.5,0,3609000000,0
Bahamas,1997,29.5,0,6332360000,4.01
Bahamas,1997,44.5,0,6332360000,3.14
Bahamas,1997,19.5,1,6332360000,0
Bahamas,1997,29.5,1,6332360000,0
Bahamas,1997,44.5,1,6332360000,0
Bahamas,1997,9.5,1,6332360000,0
Bahamas,1997,64.5,1,6332360000,0
Bahamas,1997,87.5,1,6332360000,0
Bahamas,1997,19.5,0,6332360000,0
Bahamas,1997,9.5,0,6332360000,0
Bahamas,1997,64.5,0,6332360000,0
Bahamas,1997,87.5,0,6332360000,0
Bahamas,1998,29.5,0,6833220000,8.08
Bahamas,1998,44.5,0,6833220000,3.01
Bahamas,1998,19.5,1,6833220000,0
Bahamas,1998,29.5,1,6833220000,0
Bahamas,1998,44.5,1,6833220000,0
Bahamas,1998,9.5,1,6833220000,0
Bahamas,1998,64.5,1,6833220000,0
Bahamas,1998,87.5,1,6833220000,0
Bahamas,1998,19.5,0,6833220000,0
Bahamas,1998,9.5,0,6833220000,0
Bahamas,1998,64.5,0,6833220000,0
Bahamas,1998,87.5,0,6833220000,0
Bahamas,1999,29.5,0,7683870000,12.22
Bahamas,1999,29.5,1,7683870000,3.94
Bahamas,1999,19.5,0,7683870000,3.92
Bahamas,1999,44.5,0,7683870000,2.88
Bahamas,1999,19.5,1,7683870000,0
Bahamas,1999,44.5,1,7683870000,0
Bahamas,1999,9.5,1,7683870000,0
Bahamas,1999,64.5,1,7683870000,0
Bahamas,1999,87.5,1,7683870000,0
Bahamas,1999,9.5,0,7683870000,0
Bahamas,1999,64.5,0,7683870000,0
Bahamas,1999,87.5,0,7683870000,0
Bahamas,2000,29.5,0,8076470000,16.44
Bahamas,2000,44.5,0,8076470000,13.87
Bahamas,2000,64.5,1,8076470000,6.47
Bahamas,2000,19.5,1,8076470000,3.88
Bahamas,2000,29.5,1,8076470000,0
Bahamas,2000,44.5,1,8076470000,0
Bahamas,2000,9.5,1,8076470000,0
Bahamas,2000,87.5,1,8076470000,0
Bahamas,2000,19.5,0,8076470000,0
Bahamas,2000,9.5,0,8076470000,0
Bahamas,2000,64.5,0,8076470000,0
Bahamas,2000,87.5,0,8076470000,0
Bahamas,2001,44.5,0,8317830000,2.68
Bahamas,2001,19.5,1,8317830000,0
Bahamas,2001,29.5,1,8317830000,0
Bahamas,2001,44.5,1,8317830000,0
Bahamas,2001,9.5,1,8317830000,0
Bahamas,2001,64.5,1,8317830000,0
Bahamas,2001,87.5,1,8317830000,0
Bahamas,2001,19.5,0,8317830000,0
Bahamas,2001,29.5,0,8317830000,0
Bahamas,2001,9.5,0,8317830000,0
Bahamas,2001,64.5,0,8317830000,0
Bahamas,2001,87.5,0,8317830000,0
Bahamas,2002,19.5,0,8881160000,7.38
Bahamas,2002,44.5,0,8881160000,2.59
Bahamas,2002,19.5,1,8881160000,0
Bahamas,2002,29.5,1,8881160000,0
Bahamas,2002,44.5,1,8881160000,0
Bahamas,2002,9.5,1,8881160000,0
Bahamas,2002,64.5,1,8881160000,0
Bahamas,2002,87.5,1,8881160000,0
Bahamas,2002,29.5,0,8881160000,0
Bahamas,2002,9.5,0,8881160000,0
Bahamas,2002,64.5,0,8881160000,0
Bahamas,2002,87.5,0,8881160000,0
Bahamas,2003,44.5,0,8870090000,2.49
Bahamas,2003,19.5,1,8870090000,0
Bahamas,2003,29.5,1,8870090000,0
Bahamas,2003,44.5,1,8870090000,0
Bahamas,2003,9.5,1,8870090000,0
Bahamas,2003,64.5,1,8870090000,0
Bahamas,2003,87.5,1,8870090000,0
Bahamas,2003,19.5,0,8870090000,0
Bahamas,2003,29.5,0,8870090000,0
Bahamas,2003,9.5,0,8870090000,0
Bahamas,2003,64.5,0,8870090000,0
Bahamas,2003,87.5,0,8870090000,0
Bahamas,2004,19.5,0,9055290000,3.53
Bahamas,2004,44.5,0,9055290000,2.4
Bahamas,2004,19.5,1,9055290000,0
Bahamas,2004,29.5,1,9055290000,0
Bahamas,2004,44.5,1,9055290000,0
Bahamas,2004,9.5,1,9055290000,0
Bahamas,2004,64.5,1,9055290000,0
Bahamas,2004,87.5,1,9055290000,0
Bahamas,2004,29.5,0,9055290000,0
Bahamas,2004,9.5,0,9055290000,0
Bahamas,2004,64.5,0,9055290000,0
Bahamas,2004,87.5,0,9055290000,0
Bahamas,2005,29.5,0,9836200000,3.79
Bahamas,2005,29.5,1,9836200000,3.72
Bahamas,2005,9.5,0,9836200000,3.49
Bahamas,2005,44.5,0,9836200000,2.32
Bahamas,2005,19.5,1,9836200000,0
Bahamas,2005,44.5,1,9836200000,0
Bahamas,2005,9.5,1,9836200000,0
Bahamas,2005,64.5,1,9836200000,0
Bahamas,2005,87.5,1,9836200000,0
Bahamas,2005,19.5,0,9836200000,0
Bahamas,2005,64.5,0,9836200000,0
Bahamas,2005,87.5,0,9836200000,0
Bahamas,2006,19.5,0,10167250000,3.39
Bahamas,2006,44.5,0,10167250000,2.25
Bahamas,2006,19.5,1,10167250000,0
Bahamas,2006,29.5,1,10167250000,0
Bahamas,2006,44.5,1,10167250000,0
Bahamas,2006,9.5,1,10167250000,0
